song_id,song,artist,reentry_date,previous_rank,reentry_rank,rank_jump,previous_popularity,reentry_popularity,popularity_change,popularity_change_rate,peak_rank_after_reentry,peak_date,peak_improvement,retention_days,rank_recovery_speed,rank_volatility,momentum_score
Polaroid - Lim Young Woong,Polaroid,Lim Young Woong,2025-03-15,19,19,0,62,62,0,0.0,19,2025-03-15,0,211,0.0,2.726444393616464,0.0
Polaroid - Lim Young Woong,Polaroid,Lim Young Woong,2025-08-14,24,26,-2,58,58,0,0.0,26,2025-08-14,0,59,0.0,3.036490323374616,0.0
Promise - Jimin,Promise,Jimin,2024-07-12,47,49,-2,77,77,0,0.0,49,2024-07-12,0,1,0.0,0.0,0.0
Lilith (feat. SUGA of BTS) (Diablo IV Anthem) - Halsey & SUGA,Lilith (feat. SUGA of BTS) (Diablo IV Anthem),Halsey & SUGA,2024-09-13,48,49,-1,79,78,-1,-1.2658227848101267,49,2024-09-13,0,1,0.0,0.0,0.0
Boom Boom Bass - RIIZE,Boom Boom Bass,RIIZE,2025-09-23,44,45,-1,67,67,0,0.0,45,2025-09-23,0,2,0.0,0.0,0.0
Bubble Gum - NewJeans,Bubble Gum,NewJeans,2025-07-12,15,15,0,80,80,0,0.0,15,2025-07-12,0,95,0.0,2.3197396171725733,0.0
Bubble Gum - NewJeans,Bubble Gum,NewJeans,2025-10-14,48,50,-2,75,74,-1,-1.3333333333333335,50,2025-10-14,0,1,0.0,0.0,0.0
Rainbow - Lim Young Woong,Rainbow,Lim Young Woong,2025-03-26,33,33,0,57,57,0,0.0,33,2025-03-26,0,140,0.0,2.988809366764731,0.0
Christmas Tree - V,Christmas Tree,V,2024-09-18,32,44,-12,82,81,-1,-1.2195121951219512,44,2024-09-18,0,2,0.0,0.0,0.0
Like Crazy - Jimin,Like Crazy,Jimin,2025-03-02,1,1,0,92,92,0,0.0,1,2025-03-02,0,271,0.0,4.399203785689429,0.0
But Sometimes - BOYNEXTDOOR,But Sometimes,BOYNEXTDOOR,2024-09-27,39,49,-10,70,70,0,0.0,49,2024-09-27,0,1,0.0,0.0,0.0
CRAZY - LE SSERAFIM,CRAZY,LE SSERAFIM,2025-11-22,39,45,-6,80,80,0,0.0,45,2025-11-22,0,2,0.0,0.0,0.0
Love Letter - Lim Young Woong,Love Letter,Lim Young Woong,2025-02-01,49,49,0,58,57,-1,-1.7241379310344827,49,2025-02-01,0,7,0.0,0.0,0.0
London Boy - Lim Young Woong,London Boy,Lim Young Woong,2025-11-05,45,49,-4,58,57,-1,-1.7241379310344827,49,2025-11-05,0,15,0.0,0.6871842709362769,0.0
Love wins all - IU,Love wins all,IU,2025-04-21,47,48,-1,78,78,0,0.0,48,2025-04-21,0,2,0.0,0.0,0.0
Love wins all - IU,Love wins all,IU,2025-03-15,27,28,-1,81,81,0,0.0,28,2025-03-15,0,39,0.0,3.086209869406922,0.0
Love wins all - IU,Love wins all,IU,2025-03-02,16,19,-3,84,83,-1,-1.1904761904761905,19,2025-03-02,0,52,0.0,2.721362888742003,0.0
Love Me Like This - NMIXX,Love Me Like This,NMIXX,2024-06-07,50,50,0,79,30,-49,-62.0253164556962,50,2024-06-07,0,1,0.0,0.0,0.0
Love Me Like This - NMIXX,Love Me Like This,NMIXX,2024-06-05,46,50,-4,80,79,-1,-1.25,50,2024-06-05,0,3,0.0,0.0,0.0
"Yes or No (Feat. 허윤진 of LE SSERAFIM, Crush) - GroovyRoom & HUH YUNJIN","Yes or No (Feat. 허윤진 of LE SSERAFIM, Crush)",GroovyRoom & HUH YUNJIN,2025-03-02,25,30,-5,75,75,0,0.0,30,2025-03-02,0,26,0.0,2.647536930024057,0.0
Who - Jimin,Who,Jimin,2025-08-14,1,1,0,94,94,0,0.0,1,2025-08-14,0,106,0.0,0.0,0.0
Love Lee - AKMU,Love Lee,AKMU,2024-11-12,48,50,-2,81,81,0,0.0,50,2024-11-12,0,1,0.0,0.0,0.0
Midas Touch - KISS OF LIFE,Midas Touch,KISS OF LIFE,2025-06-19,45,49,-4,75,75,0,0.0,49,2025-06-19,0,11,0.0,0.4714045207910317,0.0
Perfect Night - LE SSERAFIM,Perfect Night,LE SSERAFIM,2025-03-15,16,16,0,88,88,0,0.0,16,2025-03-15,0,221,0.0,3.89334204057362,0.0
Loving You - Lim Young Woong,Loving You,Lim Young Woong,2024-12-06,46,50,-4,57,57,0,0.0,50,2024-12-06,0,2,0.0,0.0,0.0
Yes or No - Jung Kook,Yes or No,Jung Kook,2025-05-06,46,47,-1,82,82,0,0.0,47,2025-05-06,0,3,0.0,0.0,0.0
You & Me - JENNIE,You & Me,JENNIE,2025-01-06,47,47,0,79,79,0,0.0,47,2025-01-06,0,8,0.0,1.299038105676658,0.0
You & Me (Coachella ver.) - JENNIE,You & Me (Coachella ver.),JENNIE,2024-10-10,4,16,-12,0,74,74,0.0,16,2024-10-10,0,2,0.0,0.0,0.0
MILLION DOLLAR BABY - Tommy Richman,MILLION DOLLAR BABY,Tommy Richman,2025-09-07,49,50,-1,93,93,0,0.0,50,2025-09-07,0,1,0.0,0.0,0.0
Please Don't Change (feat. DJ Snake) - Jung Kook,Please Don't Change (feat. DJ Snake),Jung Kook,2025-03-15,41,49,-8,82,81,-1,-1.2195121951219512,49,2025-03-15,0,1,0.0,0.0,0.0
"Our Blues, Our Life - Lim Young Woong","Our Blues, Our Life",Lim Young Woong,2025-07-22,43,46,-3,56,56,0,0.0,46,2025-07-22,0,24,0.0,1.6583123951777,0.0
Big Dawgs - Hanumankind & Kalmi,Big Dawgs,Hanumankind & Kalmi,2025-08-29,48,48,0,92,92,0,0.0,48,2025-08-29,0,3,0.0,0.5,0.0
My Love Mine All Mine - Mitski,My Love Mine All Mine,Mitski,2025-03-30,46,49,-3,95,95,0,0.0,49,2025-03-30,0,1,0.0,0.0,0.0
"Our Blues, Our Life - Lim Young Woong","Our Blues, Our Life",Lim Young Woong,2025-08-14,49,50,-1,56,56,0,0.0,50,2025-08-14,0,1,0.0,0.0,0.0
My Starry Love - Lim Young Woong,My Starry Love,Lim Young Woong,2024-12-13,42,48,-6,58,58,0,0.0,48,2024-12-13,0,30,0.0,1.5,0.0
Never Let Go - Jung Kook,Never Let Go,Jung Kook,2025-08-14,25,25,0,87,87,0,0.0,25,2025-08-14,0,24,0.0,4.555476149532593,0.0
My You - Jung Kook,My You,Jung Kook,2024-09-30,47,47,0,84,79,-5,-5.952380952380952,47,2024-09-30,0,2,0.0,0.0,0.0
NEMONEMO - YENA,NEMONEMO,YENA,2025-11-12,47,49,-2,69,69,0,0.0,49,2025-11-12,0,1,0.0,0.0,0.0
Nest - Lim Young Woong,Nest,Lim Young Woong,2024-12-19,49,49,0,59,58,-1,-1.694915254237288,49,2024-12-19,0,24,0.0,0.9428090415820634,0.0
Attention - NewJeans,Attention,NewJeans,2025-06-14,44,48,-4,76,72,-4,-5.263157894736842,48,2025-06-14,0,16,0.0,0.9797958971132713,0.0
Baggy Jeans - NCT,Baggy Jeans,NCT,2024-09-28,46,50,-4,64,64,0,0.0,50,2024-09-28,0,1,0.0,0.0,0.0
Bam Yang Gang - BIBI,Bam Yang Gang,BIBI,2025-03-15,9,10,-1,77,77,0,0.0,10,2025-03-15,0,54,0.0,2.3713422125220327,0.0
You Were Beautiful - DAY6,You Were Beautiful,DAY6,2025-11-26,46,48,-2,65,65,0,0.0,48,2025-11-26,0,1,0.0,0.0,0.0
"Angel Pt. 1 (feat. Jimin of BTS, JVKE & Muni Long) - Trailer Version - Fast & Furious: The Fast Saga & Jimin & BTS","Angel Pt. 1 (feat. Jimin of BTS, JVKE & Muni Long) - Trailer Version",Fast & Furious: The Fast Saga & Jimin & BTS,2024-12-28,41,41,0,67,65,-2,-2.9850746268656714,41,2024-12-28,0,7,0.0,5.022173057773122,0.0
Armageddon - aespa & Grimes & Flava D,Armageddon,aespa & Grimes & Flava D,2025-10-06,31,36,-5,0,36,36,0.0,36,2025-10-06,0,1,0.0,0.0,0.0
A bientot - Lim Young Woong,A bientot,Lim Young Woong,2025-06-24,43,45,-2,55,51,-4,-7.2727272727272725,45,2025-06-24,0,27,0.0,1.479019945774904,0.0
