song_id,song,artist,comeback_number,reentry_date,reentry_rank,reentry_popularity,peak_rank,peak_date,retention_days,average_rank,average_popularity,rank_decay,days_to_peak,rank_recovery_speed,rank_stability,first_entry_rank,first_entry_popularity,first_entry_peak_rank,first_entry_retention_days,first_entry_average_rank,first_entry_average_popularity,rank_improvement_vs_first_entry,peak_improvement_vs_first_entry,retention_change_vs_first_entry
Love Station - Lim Young Woong,Love Station,Lim Young Woong,3,2024-12-05,50,57,50,2024-12-05,1,50.0,57.0,0,0,0.0,0.0,50,55,50,1,50.0,55.0,0,0,0
Love You With All My Heart - Crush,Love You With All My Heart,Crush,1,2025-04-23,48,73,19,2025-05-08,33,34.666666666666664,77.78787878787878,26,15,1.9333333333333333,6.926699550772119,48,70,48,1,48.0,70.0,0,29,32
Love wins all - IU,Love wins all,IU,1,2025-03-02,19,83,19,2025-03-02,12,22.25,82.16666666666667,8,0,0.0,3.1079078025403053,8,67,6,34,12.147058823529411,81.61764705882354,-11,-13,-22
Love wins all - IU,Love wins all,IU,2,2025-03-15,28,81,28,2025-03-15,10,33.6,80.3,8,0,0.0,3.1692971530679235,8,67,6,34,12.147058823529411,81.61764705882354,-20,-22,-24
Love wins all - IU,Love wins all,IU,3,2025-03-26,34,79,34,2025-03-26,25,41.2,78.24,13,0,0.0,3.9370039370059056,8,67,6,34,12.147058823529411,81.61764705882354,-26,-28,-9
Love wins all - IU,Love wins all,IU,4,2025-04-21,48,78,48,2025-04-21,2,48.0,78.0,0,0,0.0,0.0,8,67,6,34,12.147058823529411,81.61764705882354,-40,-42,-32
Lovely Touch - Lim Young Woong,Lovely Touch,Lim Young Woong,1,2024-06-03,48,56,48,2024-06-03,1,48.0,56.0,0,0,0.0,0.0,49,55,45,2,47.0,55.5,1,-3,-1
Lovely Touch - Lim Young Woong,Lovely Touch,Lim Young Woong,2,2024-06-05,49,56,48,2024-06-06,2,48.5,56.0,0,1,1.0,0.7071067811865476,49,55,45,2,47.0,55.5,0,-3,0
Lovely Touch - Lim Young Woong,Lovely Touch,Lim Young Woong,3,2024-10-22,49,56,25,2024-12-08,111,37.234234234234236,58.711711711711715,19,47,0.5106382978723404,5.495378148879382,49,55,45,2,47.0,55.5,0,20,109
Lovely Touch - Lim Young Woong,Lovely Touch,Lim Young Woong,4,2025-02-11,50,58,50,2025-02-11,1,50.0,58.0,0,0,0.0,0.0,49,55,45,2,47.0,55.5,-1,-5,-1
Lovely Touch - Lim Young Woong,Lovely Touch,Lim Young Woong,5,2025-02-19,44,58,44,2025-02-19,2,44.0,58.0,0,0,0.0,0.0,49,55,45,2,47.0,55.5,5,1,0
Lovin On Me - Jack Harlow,Lovin On Me,Jack Harlow,1,2025-01-18,49,99,39,2025-01-21,5,46.4,99.0,7,3,3.3333333333333335,4.393176527297759,50,99,50,2,50.0,99.0,1,11,3
Lovin On Me - Jack Harlow,Lovin On Me,Jack Harlow,2,2025-01-24,47,99,45,2025-01-25,8,47.625,99.0,2,1,2.0,1.685018016012207,50,99,50,2,50.0,99.0,3,5,6
Loving You - Lim Young Woong,Loving You,Lim Young Woong,1,2024-11-19,47,56,47,2024-11-19,4,48.0,56.0,1,0,0.0,0.816496580927726,47,56,47,1,47.0,56.0,0,0,3
Loving You - Lim Young Woong,Loving You,Lim Young Woong,2,2024-12-04,46,57,46,2024-12-04,1,46.0,57.0,0,0,0.0,0.0,47,56,47,1,47.0,56.0,1,1,0
Loving You - Lim Young Woong,Loving You,Lim Young Woong,3,2024-12-06,50,57,50,2024-12-06,2,50.0,57.0,0,0,0.0,0.0,47,56,47,1,47.0,56.0,-3,-3,1
Lucky Girl Syndrome - ILLIT,Lucky Girl Syndrome,ILLIT,1,2025-04-23,44,76,21,2025-04-27,33,28.424242424242426,77.03030303030303,16,4,5.75,4.776441556158092,29,65,28,10,32.4,70.6,-15,7,23
Lucky Girl Syndrome - ILLIT,Lucky Girl Syndrome,ILLIT,2,2025-05-27,45,78,44,2025-05-28,4,44.5,78.0,1,1,1.0,0.5773502691896257,29,65,28,10,32.4,70.6,-16,-16,-6
Lucky Girl Syndrome - ILLIT,Lucky Girl Syndrome,ILLIT,3,2025-06-02,43,77,39,2025-06-03,8,45.125,76.5,10,1,4.0,3.563204817496262,29,65,28,10,32.4,70.6,-14,-11,-2
Lucky Girl Syndrome - ILLIT,Lucky Girl Syndrome,ILLIT,4,2025-06-12,48,72,48,2025-06-12,2,48.0,72.0,0,0,0.0,0.0,29,65,28,10,32.4,70.6,-19,-20,-8
MAESTRO - SEVENTEEN,MAESTRO,SEVENTEEN,1,2025-05-15,49,81,48,2025-05-16,2,48.5,81.5,0,1,1.0,0.7071067811865476,20,66,14,11,30.454545454545453,75.81818181818181,-29,-34,-9
MANIAC - VIVIZ,MANIAC,VIVIZ,1,2025-02-03,48,81,48,2025-02-03,2,48.5,81.0,1,0,0.0,0.7071067811865476,50,80,46,2,48.0,80.5,2,-2,0
MANIAC - VIVIZ,MANIAC,VIVIZ,2,2025-02-09,48,81,40,2025-02-11,4,44.0,81.75,7,2,4.0,4.08248290463863,50,80,46,2,48.0,80.5,2,6,2
MANIAC - VIVIZ,MANIAC,VIVIZ,3,2025-02-14,49,82,47,2025-02-15,4,48.0,82.0,2,1,2.0,1.1547005383792515,50,80,46,2,48.0,80.5,1,-1,2
MANIAC - VIVIZ,MANIAC,VIVIZ,4,2025-02-28,50,83,50,2025-02-28,1,50.0,83.0,0,0,0.0,0.0,50,80,46,2,48.0,80.5,0,-4,-1
MEOW - MEOVV,MEOW,MEOVV,1,2025-10-25,45,58,45,2025-10-25,2,45.0,67.0,0,0,0.0,0.0,43,33,8,46,23.543478260869566,69.95652173913044,-2,-37,-44
MILLION DOLLAR BABY - Tommy Richman,MILLION DOLLAR BABY,Tommy Richman,1,2025-07-12,24,94,23,2025-07-14,32,30.21875,94.875,7,2,0.5,4.2482206901546515,43,90,12,63,19.984126984126984,87.52380952380952,19,-11,-31
MILLION DOLLAR BABY - Tommy Richman,MILLION DOLLAR BABY,Tommy Richman,2,2025-08-14,28,95,28,2025-08-14,22,38.95454545454545,94.04545454545455,21,0,0.0,7.473618825908795,43,90,12,63,19.984126984126984,87.52380952380952,15,-16,-41
MILLION DOLLAR BABY - Tommy Richman,MILLION DOLLAR BABY,Tommy Richman,3,2025-09-07,50,93,50,2025-09-07,1,50.0,93.0,0,0,0.0,0.0,43,90,12,63,19.984126984126984,87.52380952380952,-7,-38,-62
Magnetic - ILLIT,Magnetic,ILLIT,1,2025-07-12,14,89,14,2025-07-12,32,15.21875,88.15625,1,0,0.0,1.0075321174741456,10,68,1,106,7.047169811320755,89.77358490566037,-4,-13,-74
Magnetic - ILLIT,Magnetic,ILLIT,2,2025-08-14,13,88,13,2025-08-14,106,22.037735849056602,84.82075471698113,21,0,0.0,4.935632401805286,10,68,1,106,7.047169811320755,89.77358490566037,-3,-12,0
Mars - D.O.,Mars,D.O.,1,2025-05-18,47,70,47,2025-05-18,1,47.0,70.0,0,0,0.0,0.0,48,65,48,1,48.0,65.0,1,1,0
Melt Down - DAY6,Melt Down,DAY6,1,2025-10-06,40,65,40,2025-10-06,1,40.0,65.0,0,0,0.0,0.0,16,49,11,31,21.35483870967742,63.12903225806452,-24,-29,-30
Melt Down - DAY6,Melt Down,DAY6,2,2025-10-08,41,65,28,2025-10-15,23,38.47826086956522,63.608695652173914,20,7,1.8571428571428572,6.185537128270866,16,49,11,31,21.35483870967742,63.12903225806452,-25,-17,-8
Melt Down - DAY6,Melt Down,DAY6,3,2025-11-01,46,62,38,2025-11-04,7,43.42857142857143,62.0,12,3,2.6666666666666665,4.3149794459588815,16,49,11,31,21.35483870967742,63.12903225806452,-30,-27,-24
Melt Down - DAY6,Melt Down,DAY6,4,2025-11-10,42,61,42,2025-11-10,4,45.0,61.0,5,0,0.0,2.449489742783178,16,49,11,31,21.35483870967742,63.12903225806452,-26,-31,-27
Memories - RIIZE,Memories,RIIZE,1,2024-09-05,24,71,24,2024-09-05,12,34.083333333333336,72.41666666666667,17,0,0.0,7.739606911950706,50,69,47,3,48.0,69.33333333333333,26,23,9
Memories - RIIZE,Memories,RIIZE,2,2024-09-18,47,73,37,2024-09-19,6,42.833333333333336,73.0,10,1,10.0,3.920034013457877,50,69,47,3,48.0,69.33333333333333,3,10,3
Memories - RIIZE,Memories,RIIZE,3,2024-09-25,50,73,44,2024-09-28,4,47.75,73.0,0,3,2.0,2.8722813232690143,50,69,47,3,48.0,69.33333333333333,0,3,1
Memories - RIIZE,Memories,RIIZE,4,2024-10-02,47,74,39,2024-10-06,18,44.833333333333336,74.72222222222223,7,4,2.0,3.034119699837364,50,69,47,3,48.0,69.33333333333333,3,8,15
Midas Touch - KISS OF LIFE,Midas Touch,KISS OF LIFE,1,2025-06-19,49,75,49,2025-06-19,3,49.0,75.0,0,0,0.0,0.0,32,64,9,74,26.486486486486488,79.71621621621621,-17,-40,-71
Midas Touch - KISS OF LIFE,Midas Touch,KISS OF LIFE,2,2025-06-29,50,77,50,2025-06-29,1,50.0,77.0,0,0,0.0,0.0,32,64,9,74,26.486486486486488,79.71621621621621,-18,-41,-73
My Love Mine All Mine - Mitski,My Love Mine All Mine,Mitski,1,2024-12-23,48,97,48,2024-12-23,1,48.0,97.0,0,0,0.0,0.0,48,98,46,4,47.5,98.0,0,-2,-3
My Love Mine All Mine - Mitski,My Love Mine All Mine,Mitski,2,2024-12-28,44,95,44,2024-12-28,10,46.6,96.3,5,0,0.0,1.9550504398153574,48,98,46,4,47.5,98.0,4,2,6
My Love Mine All Mine - Mitski,My Love Mine All Mine,Mitski,3,2025-01-09,47,98,31,2025-02-10,35,41.17142857142857,98.88571428571429,8,32,0.5,5.055490400868872,48,98,46,4,47.5,98.0,1,15,31
My Love Mine All Mine - Mitski,My Love Mine All Mine,Mitski,4,2025-02-14,42,99,41,2025-02-19,12,44.083333333333336,99.0,9,5,0.2,3.146667308679955,48,98,46,4,47.5,98.0,6,5,8
My Love Mine All Mine - Mitski,My Love Mine All Mine,Mitski,5,2025-03-02,46,98,42,2025-03-06,12,45.25,97.33333333333333,5,4,1.0,2.0943647333651407,48,98,46,4,47.5,98.0,2,4,8
My Love Mine All Mine - Mitski,My Love Mine All Mine,Mitski,6,2025-03-15,50,96,50,2025-03-15,1,50.0,96.0,0,0,0.0,0.0,48,98,46,4,47.5,98.0,-2,-4,-3
My Love Mine All Mine - Mitski,My Love Mine All Mine,Mitski,7,2025-03-19,47,96,47,2025-03-19,2,47.5,96.0,1,0,0.0,0.7071067811865476,48,98,46,4,47.5,98.0,1,-1,-2
My Love Mine All Mine - Mitski,My Love Mine All Mine,Mitski,8,2025-03-22,50,96,50,2025-03-22,1,50.0,96.0,0,0,0.0,0.0,48,98,46,4,47.5,98.0,-2,-4,-3
My Love Mine All Mine - Mitski,My Love Mine All Mine,Mitski,9,2025-03-27,41,95,41,2025-03-27,2,43.5,95.0,5,0,0.0,3.5355339059327378,48,98,46,4,47.5,98.0,7,5,-2
My Love Mine All Mine - Mitski,My Love Mine All Mine,Mitski,10,2025-03-30,49,95,49,2025-03-30,1,49.0,95.0,0,0,0.0,0.0,48,98,46,4,47.5,98.0,-1,-3,-3
My Starry Love - Lim Young Woong,My Starry Love,Lim Young Woong,1,2024-12-13,48,58,48,2024-12-13,1,48.0,58.0,0,0,0.0,0.0,48,55,38,27,44.55555555555556,57.111111111111114,0,-10,-26
My Starry Love - Lim Young Woong,My Starry Love,Lim Young Woong,2,2025-01-03,50,55,50,2025-01-03,1,50.0,55.0,0,0,0.0,0.0,48,55,38,27,44.55555555555556,57.111111111111114,-2,-12,-26
My Starry Love - Lim Young Woong,My Starry Love,Lim Young Woong,3,2025-01-11,49,57,49,2025-01-11,1,49.0,57.0,0,0,0.0,0.0,48,55,38,27,44.55555555555556,57.111111111111114,-1,-11,-26
My You - Jung Kook,My You,Jung Kook,1,2024-07-27,49,87,49,2024-07-27,2,49.0,87.0,0,0,0.0,0.0,21,75,16,18,22.833333333333332,84.77777777777777,-28,-33,-16
My You - Jung Kook,My You,Jung Kook,2,2024-07-31,50,86,50,2024-07-31,2,50.0,86.0,0,0,0.0,0.0,21,75,16,18,22.833333333333332,84.77777777777777,-29,-34,-16
My You - Jung Kook,My You,Jung Kook,3,2024-08-03,47,85,47,2024-08-03,2,47.5,85.0,1,0,0.0,0.7071067811865476,21,75,16,18,22.833333333333332,84.77777777777777,-26,-31,-16
My You - Jung Kook,My You,Jung Kook,4,2024-08-07,50,85,50,2024-08-07,2,50.0,85.0,0,0,0.0,0.0,21,75,16,18,22.833333333333332,84.77777777777777,-29,-34,-16
My You - Jung Kook,My You,Jung Kook,5,2024-08-10,50,84,47,2024-08-11,2,48.5,84.0,0,1,3.0,2.1213203435596424,21,75,16,18,22.833333333333332,84.77777777777777,-29,-31,-16
My You - Jung Kook,My You,Jung Kook,6,2024-09-30,47,79,47,2024-09-30,2,47.0,79.0,0,0,0.0,0.0,21,75,16,18,22.833333333333332,84.77777777777777,-26,-31,-16
NEMONEMO - YENA,NEMONEMO,YENA,1,2025-10-22,48,68,44,2025-10-23,2,46.0,68.0,0,1,4.0,2.8284271247461903,44,61,31,12,41.916666666666664,64.66666666666667,-4,-13,-10
NEMONEMO - YENA,NEMONEMO,YENA,2,2025-10-25,50,68,36,2025-10-26,4,46.25,68.5,14,1,14.0,6.849574196011505,44,61,31,12,41.916666666666664,64.66666666666667,-6,-5,-8
NEMONEMO - YENA,NEMONEMO,YENA,3,2025-11-01,48,69,45,2025-11-02,3,47.0,69.0,3,1,3.0,1.7320508075688772,44,61,31,12,41.916666666666664,64.66666666666667,-4,-14,-9
NEMONEMO - YENA,NEMONEMO,YENA,4,2025-11-05,44,69,44,2025-11-05,2,45.5,69.0,3,0,0.0,2.1213203435596424,44,61,31,12,41.916666666666664,64.66666666666667,0,-13,-10
NEMONEMO - YENA,NEMONEMO,YENA,5,2025-11-12,49,69,49,2025-11-12,1,49.0,69.0,0,0,0.0,0.0,44,61,31,12,41.916666666666664,64.66666666666667,-5,-18,-11
NIGHT DANCER - BIG Naughty Remix - imase & BIG Naughty,NIGHT DANCER - BIG Naughty Remix,imase & BIG Naughty,1,2024-06-03,50,59,37,2024-06-05,7,43.42857142857143,60.285714285714285,10,2,6.5,4.466808810815721,50,49,41,3,44.666666666666664,51.0,0,4,4
Nest - Lim Young Woong,Nest,Lim Young Woong,1,2024-12-11,46,59,46,2024-12-11,1,46.0,59.0,0,0,0.0,0.0,47,56,37,28,41.892857142857146,57.857142857142854,1,-9,-27
Nest - Lim Young Woong,Nest,Lim Young Woong,2,2024-12-13,50,59,48,2024-12-14,3,49.0,59.0,1,1,2.0,1.0,47,56,37,28,41.892857142857146,57.857142857142854,-3,-11,-25
Nest - Lim Young Woong,Nest,Lim Young Woong,3,2024-12-19,49,58,49,2024-12-19,1,49.0,58.0,0,0,0.0,0.0,47,56,37,28,41.892857142857146,57.857142857142854,-2,-12,-27
Nest - Lim Young Woong,Nest,Lim Young Woong,4,2024-12-30,50,55,50,2024-12-30,1,50.0,55.0,0,0,0.0,0.0,47,56,37,28,41.892857142857146,57.857142857142854,-3,-13,-27
Nest - Lim Young Woong,Nest,Lim Young Woong,5,2025-01-03,49,56,49,2025-01-03,1,49.0,56.0,0,0,0.0,0.0,47,56,37,28,41.892857142857146,57.857142857142854,-2,-12,-27
Nest - Lim Young Woong,Nest,Lim Young Woong,6,2025-01-11,50,57,50,2025-01-11,1,50.0,57.0,0,0,0.0,0.0,47,56,37,28,41.892857142857146,57.857142857142854,-3,-13,-27
Never Let Go - Jung Kook,Never Let Go,Jung Kook,1,2025-07-12,20,90,19,2025-07-19,32,23.8125,88.46875,6,7,0.14285714285714285,2.507247559093566,11,75,9,32,14.65625,86.15625,-9,-10,0
Never Let Go - Jung Kook,Never Let Go,Jung Kook,2,2025-08-14,25,87,25,2025-08-14,24,33.791666666666664,85.04166666666667,19,0,0.0,5.299541954502883,11,75,9,32,14.65625,86.15625,-14,-16,-8
New Jeans - NewJeans,New Jeans,NewJeans,1,2024-11-03,48,84,48,2024-11-03,1,48.0,84.0,0,0,0.0,0.0,6,0,3,113,16.663716814159294,85.6283185840708,-42,-45,-112
New Jeans - NewJeans,New Jeans,NewJeans,2,2024-12-28,47,79,46,2024-12-29,3,47.0,79.66666666666667,2,1,1.0,1.0,6,0,3,113,16.663716814159294,85.6283185840708,-41,-43,-110
New Jeans - NewJeans,New Jeans,NewJeans,3,2025-01-01,50,80,50,2025-01-01,2,50.0,80.5,0,0,0.0,0.0,6,0,3,113,16.663716814159294,85.6283185840708,-44,-47,-111
New Jeans - NewJeans,New Jeans,NewJeans,4,2025-01-04,50,81,50,2025-01-04,1,50.0,81.0,0,0,0.0,0.0,6,0,3,113,16.663716814159294,85.6283185840708,-44,-47,-112
New Jeans - NewJeans,New Jeans,NewJeans,5,2025-01-06,41,82,41,2025-01-06,1,41.0,82.0,0,0,0.0,0.0,6,0,3,113,16.663716814159294,85.6283185840708,-35,-38,-112
New Jeans - NewJeans,New Jeans,NewJeans,6,2025-01-09,50,83,50,2025-01-09,1,50.0,83.0,0,0,0.0,0.0,6,0,3,113,16.663716814159294,85.6283185840708,-44,-47,-112
New Jeans - NewJeans,New Jeans,NewJeans,7,2025-01-13,49,83,49,2025-01-13,3,49.0,83.0,0,0,0.0,0.0,6,0,3,113,16.663716814159294,85.6283185840708,-43,-46,-110
New Jeans - NewJeans,New Jeans,NewJeans,8,2025-02-10,45,83,45,2025-02-10,1,45.0,83.0,0,0,0.0,0.0,6,0,3,113,16.663716814159294,85.6283185840708,-39,-42,-112
New Jeans - NewJeans,New Jeans,NewJeans,9,2025-02-12,43,83,43,2025-02-12,1,43.0,83.0,0,0,0.0,0.0,6,0,3,113,16.663716814159294,85.6283185840708,-37,-40,-112
New Jeans - NewJeans,New Jeans,NewJeans,10,2025-02-14,48,83,46,2025-02-15,5,46.8,83.0,2,1,2.0,1.0954451150103321,6,0,3,113,16.663716814159294,85.6283185840708,-42,-43,-108
New Jeans - NewJeans,New Jeans,NewJeans,11,2025-02-28,48,83,48,2025-02-28,1,48.0,83.0,0,0,0.0,0.0,6,0,3,113,16.663716814159294,85.6283185840708,-42,-45,-112
New Jeans - NewJeans,New Jeans,NewJeans,12,2025-03-02,49,83,47,2025-03-06,5,48.8,82.2,0,4,0.5,1.0954451150103321,6,0,3,113,16.663716814159294,85.6283185840708,-43,-44,-108
New Jeans - NewJeans,New Jeans,NewJeans,13,2025-03-08,45,82,45,2025-03-08,3,46.666666666666664,81.66666666666667,2,0,0.0,1.5275252316519465,6,0,3,113,16.663716814159294,85.6283185840708,-39,-42,-110
New Jeans - NewJeans,New Jeans,NewJeans,14,2025-03-16,49,81,49,2025-03-16,1,49.0,81.0,0,0,0.0,0.0,6,0,3,113,16.663716814159294,85.6283185840708,-43,-46,-112
New Jeans - NewJeans,New Jeans,NewJeans,15,2025-03-18,47,81,47,2025-03-18,1,47.0,81.0,0,0,0.0,0.0,6,0,3,113,16.663716814159294,85.6283185840708,-41,-44,-112
New Jeans - NewJeans,New Jeans,NewJeans,16,2025-03-20,50,81,50,2025-03-20,1,50.0,81.0,0,0,0.0,0.0,6,0,3,113,16.663716814159294,85.6283185840708,-44,-47,-112
New Jeans - NewJeans,New Jeans,NewJeans,17,2025-03-22,49,80,49,2025-03-22,3,49.666666666666664,80.0,1,0,0.0,0.5773502691896258,6,0,3,113,16.663716814159294,85.6283185840708,-43,-46,-110
New Jeans - NewJeans,New Jeans,NewJeans,18,2025-03-26,46,80,35,2025-04-13,26,42.76923076923077,80.1923076923077,13,18,0.6111111111111112,3.85027471547361,6,0,3,113,16.663716814159294,85.6283185840708,-40,-32,-87
New Jeans - NewJeans,New Jeans,NewJeans,19,2025-04-27,40,80,26,2025-06-03,75,35.373333333333335,77.72,16,37,0.3783783783783784,5.331632611715318,6,0,3,113,16.663716814159294,85.6283185840708,-34,-23,-38
New Jeans - NewJeans,New Jeans,NewJeans,20,2025-07-12,45,77,41,2025-07-15,23,45.0,77.91304347826087,4,3,1.3333333333333333,2.0,6,0,3,113,16.663716814159294,85.6283185840708,-39,-38,-90
New Jeans - NewJeans,New Jeans,NewJeans,21,2025-08-11,50,78,50,2025-08-11,2,50.0,78.0,0,0,0.0,0.0,6,0,3,113,16.663716814159294,85.6283185840708,-44,-47,-111
New Jeans - NewJeans,New Jeans,NewJeans,22,2025-08-14,44,78,44,2025-08-14,3,47.333333333333336,78.0,5,0,0.0,2.8867513459481287,6,0,3,113,16.663716814159294,85.6283185840708,-38,-41,-110
New Jeans - NewJeans,New Jeans,NewJeans,23,2025-08-18,50,78,50,2025-08-18,2,50.0,78.0,0,0,0.0,0.0,6,0,3,113,16.663716814159294,85.6283185840708,-44,-47,-111
New Jeans - NewJeans,New Jeans,NewJeans,24,2025-10-21,44,76,44,2025-10-21,1,44.0,76.0,0,0,0.0,0.0,6,0,3,113,16.663716814159294,85.6283185840708,-38,-41,-112
Nice Guy - BOYNEXTDOOR,Nice Guy,BOYNEXTDOOR,1,2025-10-04,49,70,49,2025-10-04,1,49.0,70.0,0,0,0.0,0.0,31,53,19,19,33.78947368421053,66.10526315789474,-18,-30,-18
No Tomorrow - Spotify Singles - Various Artists,No Tomorrow - Spotify Singles,Various Artists,1,2025-04-10,46,45,46,2025-04-10,2,47.0,46.5,2,0,0.0,1.4142135623730951,50,30,50,1,50.0,30.0,4,4,1
Not Like Us - Kendrick Lamar,Not Like Us,Kendrick Lamar,1,2025-05-30,48,98,43,2025-05-31,3,45.0,98.0,1,1,5.0,2.6457513110645907,37,89,24,17,30.0,95.29411764705883,-11,-19,-14
Not Like Us - Kendrick Lamar,Not Like Us,Kendrick Lamar,2,2025-06-22,47,93,44,2025-06-28,8,46.625,93.875,0,6,0.5,2.065879266282796,37,89,24,17,30.0,95.29411764705883,-10,-20,-9
Not Like Us - Kendrick Lamar,Not Like Us,Kendrick Lamar,3,2025-07-07,40,96,40,2025-07-07,4,41.75,96.0,0,0,0.0,2.8722813232690143,37,89,24,17,30.0,95.29411764705883,-3,-16,-13
Not Like Us - Kendrick Lamar,Not Like Us,Kendrick Lamar,4,2025-07-12,42,96,37,2025-07-14,17,43.23529411764706,96.88235294117646,9,2,2.5,3.4915865262926298,37,89,24,17,30.0,95.29411764705883,-5,-13,0
Not Like Us - Kendrick Lamar,Not Like Us,Kendrick Lamar,5,2025-07-31,47,97,46,2025-08-01,4,47.0,97.0,3,1,1.0,1.4142135623730951,37,89,24,17,30.0,95.29411764705883,-10,-22,-13
OMG - NewJeans,OMG,NewJeans,1,2024-12-02,42,86,38,2024-12-11,23,44.73913043478261,86.21739130434783,8,9,0.4444444444444444,3.3196028144719065,11,93,10,164,21.28048780487805,90.0060975609756,-31,-28,-141
OMG - NewJeans,OMG,NewJeans,2,2024-12-28,40,83,34,2025-01-06,30,42.666666666666664,86.16666666666667,16,9,0.6666666666666666,4.155041253235876,11,93,10,164,21.28048780487805,90.0060975609756,-29,-24,-134
OMG - NewJeans,OMG,NewJeans,3,2025-01-28,49,87,49,2025-01-28,2,49.0,87.0,0,0,0.0,0.0,11,93,10,164,21.28048780487805,90.0060975609756,-38,-39,-162
OMG - NewJeans,OMG,NewJeans,4,2025-02-01,50,87,50,2025-02-01,1,50.0,87.0,0,0,0.0,0.0,11,93,10,164,21.28048780487805,90.0060975609756,-39,-40,-163
OMG - NewJeans,OMG,NewJeans,5,2025-02-04,50,87,50,2025-02-04,1,50.0,87.0,0,0,0.0,0.0,11,93,10,164,21.28048780487805,90.0060975609756,-39,-40,-163
OMG - NewJeans,OMG,NewJeans,6,2025-02-10,43,87,41,2025-02-12,3,42.666666666666664,86.66666666666667,0,2,1.0,1.5275252316519465,11,93,10,164,21.28048780487805,90.0060975609756,-32,-31,-161
OMG - NewJeans,OMG,NewJeans,7,2025-02-14,47,87,45,2025-02-18,5,47.2,87.0,0,4,0.5,1.4832396974191324,11,93,10,164,21.28048780487805,90.0060975609756,-36,-35,-159
OMG - NewJeans,OMG,NewJeans,8,2025-04-01,48,82,48,2025-04-01,1,48.0,82.0,0,0,0.0,0.0,11,93,10,164,21.28048780487805,90.0060975609756,-37,-38,-163
OMG - NewJeans,OMG,NewJeans,9,2025-04-28,41,82,15,2025-05-01,21,37.285714285714285,81.33333333333333,34,3,8.666666666666666,10.040631738804372,11,93,10,164,21.28048780487805,90.0060975609756,-30,-5,-143
OMG - NewJeans,OMG,NewJeans,10,2025-05-20,50,81,50,2025-05-20,3,50.0,81.0,0,0,0.0,0.0,11,93,10,164,21.28048780487805,90.0060975609756,-39,-40,-161
OMG - NewJeans,OMG,NewJeans,11,2025-06-01,45,81,38,2025-06-20,40,43.325,77.8,7,19,0.3684210526315789,2.7862988961095936,11,93,10,164,21.28048780487805,90.0060975609756,-34,-28,-124
OMG - NewJeans,OMG,NewJeans,12,2025-07-12,46,79,44,2025-07-15,10,47.0,79.9,6,3,0.6666666666666666,2.3570226039551585,11,93,10,164,21.28048780487805,90.0060975609756,-35,-34,-154
OMG - NewJeans,OMG,NewJeans,13,2025-07-24,42,80,42,2025-07-24,8,46.75,80.0,6,0,0.0,2.9154759474226504,11,93,10,164,21.28048780487805,90.0060975609756,-31,-32,-156
OMG - NewJeans,OMG,NewJeans,14,2025-08-17,50,80,44,2025-08-18,3,46.0,80.0,0,1,6.0,3.4641016151377544,11,93,10,164,21.28048780487805,90.0060975609756,-39,-34,-161
OMG - NewJeans,OMG,NewJeans,15,2025-10-13,41,78,41,2025-10-13,2,42.5,78.0,3,0,0.0,2.1213203435596424,11,93,10,164,21.28048780487805,90.0060975609756,-30,-31,-162
"Our Blues, Our Life - Lim Young Woong","Our Blues, Our Life",Lim Young Woong,1,2024-07-10,45,60,43,2024-07-11,17,47.1764705882353,60.0,7,1,2.0,2.5306939294797943,39,59,32,48,38.208333333333336,59.020833333333336,-6,-11,-31
"Our Blues, Our Life - Lim Young Woong","Our Blues, Our Life",Lim Young Woong,2,2024-07-31,47,59,42,2024-08-07,18,46.22222222222222,58.333333333333336,5,7,0.7142857142857143,2.860595486248923,39,59,32,48,38.208333333333336,59.020833333333336,-8,-10,-30
"Our Blues, Our Life - Lim Young Woong","Our Blues, Our Life",Lim Young Woong,3,2024-08-20,49,58,49,2024-08-20,1,49.0,58.0,0,0,0.0,0.0,39,59,32,48,38.208333333333336,59.020833333333336,-10,-17,-47
"Our Blues, Our Life - Lim Young Woong","Our Blues, Our Life",Lim Young Woong,4,2024-08-24,47,58,44,2024-08-28,6,47.833333333333336,58.0,6,4,0.75,2.228601953392904,39,59,32,48,38.208333333333336,59.020833333333336,-8,-12,-42
"Our Blues, Our Life - Lim Young Woong","Our Blues, Our Life",Lim Young Woong,5,2024-09-03,44,58,41,2024-09-04,4,46.0,58.0,8,1,3.0,4.242640687119285,39,59,32,48,38.208333333333336,59.020833333333336,-5,-9,-44
"Our Blues, Our Life - Lim Young Woong","Our Blues, Our Life",Lim Young Woong,6,2024-09-10,37,59,37,2024-09-10,18,42.611111111111114,58.44444444444444,4,0,0.0,3.8522550903393915,39,59,32,48,38.208333333333336,59.020833333333336,2,-5,-30
"Our Blues, Our Life - Lim Young Woong","Our Blues, Our Life",Lim Young Woong,7,2024-09-29,47,58,44,2024-10-02,7,45.285714285714285,58.0,1,3,1.0,1.1126972805283735,39,59,32,48,38.208333333333336,59.020833333333336,-8,-12,-41
"Our Blues, Our Life - Lim Young Woong","Our Blues, Our Life",Lim Young Woong,8,2024-10-07,49,58,45,2024-10-08,3,46.666666666666664,58.0,1,1,4.0,2.0816659994661326,39,59,32,48,38.208333333333336,59.020833333333336,-10,-13,-45
